2020-03-07,Missouri,29,1,0
2020-03-08,Missouri,29,1,0
2020-03-09,Missouri,29,1,0
2020-03-10,Missouri,29,1,0
2020-03-11,Missouri,29,1,0
2020-03-12,Missouri,29,2,0
2020-03-13,Missouri,29,4,0
2020-03-14,Missouri,29,5,0
2020-03-15,Missouri,29,5,0
2020-03-16,Missouri,29,9,0
2020-03-17,Missouri,29,16,0
2020-03-18,Missouri,29,21,1
2020-03-19,Missouri,29,35,1
2020-03-20,Missouri,29,73,3
2020-03-21,Missouri,29,93,3
2020-03-22,Missouri,29,130,3
2020-03-23,Missouri,29,183,4
2020-03-24,Missouri,29,255,5
2020-03-25,Missouri,29,384,8
2020-03-26,Missouri,29,508,8
2020-03-27,Missouri,29,670,9
2020-03-28,Missouri,29,837,11
2020-03-29,Missouri,29,902,12
2020-03-30,Missouri,29,1049,13
2020-03-31,Missouri,29,1350,15
2020-04-01,Missouri,29,1580,21
2020-04-02,Missouri,29,1834,28
2020-04-03,Missouri,29,2113,36
2020-04-04,Missouri,29,2291,44
2020-04-05,Missouri,29,2367,52
2020-04-06,Missouri,29,2722,56
2020-04-07,Missouri,29,3037,80
2020-04-08,Missouri,29,3327,86
2020-04-09,Missouri,29,3539,94
2020-04-10,Missouri,29,3799,105
2020-04-11,Missouri,29,4024,116
2020-04-12,Missouri,29,4160,116
2020-04-13,Missouri,29,4388,136
2020-04-14,Missouri,29,4686,151
2020-04-15,Missouri,29,4895,164
2020-04-16,Missouri,29,5111,170
2020-04-17,Missouri,29,5283,184
2020-04-18,Missouri,29,5517,194
2020-04-19,Missouri,29,5667,196
2020-04-20,Missouri,29,5807,201
2020-04-21,Missouri,29,5941,221
2020-04-22,Missouri,29,6137,236
2020-04-23,Missouri,29,6321,248
2020-04-24,Missouri,29,6625,267
2020-04-25,Missouri,29,6826,280
2020-04-26,Missouri,29,6997,282
2020-04-27,Missouri,29,7171,296
2020-04-28,Missouri,29,7306,324
2020-04-29,Missouri,29,7426,331
2020-04-30,Missouri,29,7563,341
2020-05-01,Missouri,29,7840,355
2020-05-02,Missouri,29,8154,373
2020-05-03,Missouri,29,8454,378
2020-05-04,Missouri,29,8776,387
2020-05-05,Missouri,29,8919,408
2020-05-06,Missouri,29,9164,429
2020-05-07,Missouri,29,9409,449
2020-05-08,Missouri,29,9573,481
2020-05-09,Missouri,29,9737,492
2020-05-10,Missouri,29,9906,502
2020-05-11,Missouri,29,10025,512
2020-05-12,Missouri,29,10124,528
2020-05-13,Missouri,29,10369,548
2020-05-14,Missouri,29,10490,564
2020-05-15,Missouri,29,10567,579
2020-05-16,Missouri,29,10794,593
2020-05-17,Missouri,29,11069,601
2020-05-18,Missouri,29,11225,609
2020-05-19,Missouri,29,11369,631
2020-05-20,Missouri,29,11510,643
2020-05-21,Missouri,29,11657,670
2020-05-22,Missouri,29,11797,680
2020-05-23,Missouri,29,11922,685
2020-05-24,Missouri,29,12114,689
2020-05-25,Missouri,29,12296,694
2020-05-26,Missouri,29,12437,698
2020-05-27,Missouri,29,12624,705
2020-05-28,Missouri,29,12815,715
2020-05-29,Missouri,29,12949,740
2020-05-30,Missouri,29,13118,782
2020-05-31,Missouri,29,13297,784
2020-06-01,Missouri,29,13523,786
2020-06-02,Missouri,29,13822,797
2020-06-03,Missouri,29,14020,801
2020-06-04,Missouri,29,14286,806
2020-06-05,Missouri,29,14515,816
2020-06-06,Missouri,29,14659,823
2020-06-07,Missouri,29,14985,823
2020-06-08,Missouri,29,15159,832
2020-06-09,Missouri,29,15396,854
2020-06-10,Missouri,29,15662,861
2020-06-11,Missouri,29,15924,873
2020-06-12,Missouri,29,16111,884
2020-06-13,Missouri,29,16327,890
2020-06-14,Missouri,29,16384,890
2020-06-15,Missouri,29,16712,895
2020-06-16,Missouri,29,16930,903
2020-06-17,Missouri,29,17151,924
2020-06-18,Missouri,29,17488,963
2020-06-19,Missouri,29,17780,973
2020-06-20,Missouri,29,18155,975
2020-06-21,Missouri,29,18552,975
2020-06-22,Missouri,29,18733,980
2020-06-23,Missouri,29,19148,993
2020-06-24,Missouri,29,19478,1001
2020-06-25,Missouri,29,20076,1006
2020-06-26,Missouri,29,20567,1019
2020-06-27,Missouri,29,20909,1021
2020-06-28,Missouri,29,21254,1023
2020-06-29,Missouri,29,21748,1026
2020-06-30,Missouri,29,22275,1037
2020-07-01,Missouri,29,22595,1049
2020-07-02,Missouri,29,23085,1056
2020-07-03,Missouri,29,23620,1060
2020-07-04,Missouri,29,24061,1062
2020-07-05,Missouri,29,24334,1062
2020-07-06,Missouri,29,24850,1068
2020-07-07,Missouri,29,25566,1083
2020-07-08,Missouri,29,26343,1089
2020-07-09,Missouri,29,27301,1095
2020-07-10,Missouri,29,28060,1107
2020-07-11,Missouri,29,28649,1112
2020-07-12,Missouri,29,29173,1113
2020-07-13,Missouri,29,29781,1126
