2020-03-06,Minnesota,27,1,0
2020-03-07,Minnesota,27,1,0
2020-03-08,Minnesota,27,2,0
2020-03-09,Minnesota,27,2,0
2020-03-10,Minnesota,27,3,0
2020-03-11,Minnesota,27,5,0
2020-03-12,Minnesota,27,9,0
2020-03-13,Minnesota,27,14,0
2020-03-14,Minnesota,27,21,0
2020-03-15,Minnesota,27,35,0
2020-03-16,Minnesota,27,54,0
2020-03-17,Minnesota,27,60,0
2020-03-18,Minnesota,27,77,0
2020-03-19,Minnesota,27,89,0
2020-03-20,Minnesota,27,115,0
2020-03-21,Minnesota,27,138,1
2020-03-22,Minnesota,27,171,1
2020-03-23,Minnesota,27,235,1
2020-03-24,Minnesota,27,264,1
2020-03-25,Minnesota,27,289,1
2020-03-26,Minnesota,27,346,2
2020-03-27,Minnesota,27,398,4
2020-03-28,Minnesota,27,442,5
2020-03-29,Minnesota,27,504,9
2020-03-30,Minnesota,27,576,10
2020-03-31,Minnesota,27,629,12
2020-04-01,Minnesota,27,689,17
2020-04-02,Minnesota,27,742,18
2020-04-03,Minnesota,27,789,22
2020-04-04,Minnesota,27,865,24
2020-04-05,Minnesota,27,935,29
2020-04-06,Minnesota,27,986,30
2020-04-07,Minnesota,27,1069,34
2020-04-08,Minnesota,27,1154,39
2020-04-09,Minnesota,27,1242,50
2020-04-10,Minnesota,27,1335,57
2020-04-11,Minnesota,27,1427,64
2020-04-12,Minnesota,27,1621,70
2020-04-13,Minnesota,27,1650,70
2020-04-14,Minnesota,27,1695,79
2020-04-15,Minnesota,27,1809,87
2020-04-16,Minnesota,27,1912,94
2020-04-17,Minnesota,27,2071,111
2020-04-18,Minnesota,27,2213,121
2020-04-19,Minnesota,27,2356,134
2020-04-20,Minnesota,27,2470,143
2020-04-21,Minnesota,27,2567,160
2020-04-22,Minnesota,27,2721,179
2020-04-23,Minnesota,27,2942,200
2020-04-24,Minnesota,27,3185,221
2020-04-25,Minnesota,27,3446,244
2020-04-26,Minnesota,27,3602,272
2020-04-27,Minnesota,27,3816,286
2020-04-28,Minnesota,27,4181,301
2020-04-29,Minnesota,27,4644,319
2020-04-30,Minnesota,27,5136,343
2020-05-01,Minnesota,27,5730,371
2020-05-02,Minnesota,27,6228,395
2020-05-03,Minnesota,27,6663,419
2020-05-04,Minnesota,27,7234,428
2020-05-05,Minnesota,27,7851,455
2020-05-06,Minnesota,27,8579,485
2020-05-07,Minnesota,27,9364,508
2020-05-08,Minnesota,27,10087,534
2020-05-09,Minnesota,27,10789,558
2020-05-10,Minnesota,27,11270,578
2020-05-11,Minnesota,27,11798,591
2020-05-12,Minnesota,27,12493,614
2020-05-13,Minnesota,27,12916,638
2020-05-14,Minnesota,27,13443,672
2020-05-15,Minnesota,27,14240,692
2020-05-16,Minnesota,27,14969,709
2020-05-17,Minnesota,27,15677,731
2020-05-18,Minnesota,27,16372,740
2020-05-19,Minnesota,27,17038,757
2020-05-20,Minnesota,27,17679,786
2020-05-21,Minnesota,27,18209,818
2020-05-22,Minnesota,27,19014,851
2020-05-23,Minnesota,27,19854,861
2020-05-24,Minnesota,27,20582,878
2020-05-25,Minnesota,27,21324,890
2020-05-26,Minnesota,27,21969,908
2020-05-27,Minnesota,27,22474,942
2020-05-28,Minnesota,27,22957,977
2020-05-29,Minnesota,27,23541,1006
2020-05-30,Minnesota,27,24200,1036
2020-05-31,Minnesota,27,24860,1050
2020-06-01,Minnesota,27,25218,1060
2020-06-02,Minnesota,27,25518,1082
2020-06-03,Minnesota,27,25881,1097
2020-06-04,Minnesota,27,26284,1126
2020-06-05,Minnesota,27,26991,1159
2020-06-06,Minnesota,27,27512,1181
2020-06-07,Minnesota,27,27897,1197
2020-06-08,Minnesota,27,28235,1208
2020-06-09,Minnesota,27,28534,1228
2020-06-10,Minnesota,27,28900,1267
2020-06-11,Minnesota,27,29347,1280
2020-06-12,Minnesota,27,29826,1305
2020-06-13,Minnesota,27,30203,1314
2020-06-14,Minnesota,27,30502,1329
2020-06-15,Minnesota,27,30724,1335
2020-06-16,Minnesota,27,30913,1344
2020-06-17,Minnesota,27,31328,1357
2020-06-18,Minnesota,27,31707,1376
2020-06-19,Minnesota,27,32063,1393
2020-06-20,Minnesota,27,32499,1404
2020-06-21,Minnesota,27,32952,1412
2020-06-22,Minnesota,27,33259,1416
2020-06-23,Minnesota,27,33501,1425
2020-06-24,Minnesota,27,33798,1432
2020-06-25,Minnesota,27,34158,1441
2020-06-26,Minnesota,27,34651,1446
2020-06-27,Minnesota,27,35068,1452
2020-06-28,Minnesota,27,35584,1460
2020-06-29,Minnesota,27,35896,1470
2020-06-30,Minnesota,27,36338,1476
2020-07-01,Minnesota,27,36753,1482
2020-07-02,Minnesota,27,37247,1495
2020-07-03,Minnesota,27,37661,1503
2020-07-04,Minnesota,27,37661,1503
2020-07-05,Minnesota,27,38173,1508
2020-07-06,Minnesota,27,38606,1511
2020-07-07,Minnesota,27,39170,1514
2020-07-08,Minnesota,27,39627,1523
2020-07-09,Minnesota,27,40201,1528
2020-07-10,Minnesota,27,40805,1533
2020-07-11,Minnesota,27,41609,1537
2020-07-12,Minnesota,27,42319,1540
2020-07-13,Minnesota,27,42810,1542
