2020-01-26,Arizona,04,1,0
2020-01-27,Arizona,04,1,0
2020-01-28,Arizona,04,1,0
2020-01-29,Arizona,04,1,0
2020-01-30,Arizona,04,1,0
2020-01-31,Arizona,04,1,0
2020-02-01,Arizona,04,1,0
2020-02-02,Arizona,04,1,0
2020-02-03,Arizona,04,1,0
2020-02-04,Arizona,04,1,0
2020-02-05,Arizona,04,1,0
2020-02-06,Arizona,04,1,0
2020-02-07,Arizona,04,1,0
2020-02-08,Arizona,04,1,0
2020-02-09,Arizona,04,1,0
2020-02-10,Arizona,04,1,0
2020-02-11,Arizona,04,1,0
2020-02-12,Arizona,04,1,0
2020-02-13,Arizona,04,1,0
2020-02-14,Arizona,04,1,0
2020-02-15,Arizona,04,1,0
2020-02-16,Arizona,04,1,0
2020-02-17,Arizona,04,1,0
2020-02-18,Arizona,04,1,0
2020-02-19,Arizona,04,1,0
2020-02-20,Arizona,04,1,0
2020-02-21,Arizona,04,1,0
2020-02-22,Arizona,04,1,0
2020-02-23,Arizona,04,1,0
2020-02-24,Arizona,04,1,0
2020-02-25,Arizona,04,1,0
2020-02-26,Arizona,04,1,0
2020-02-27,Arizona,04,1,0
2020-02-28,Arizona,04,1,0
2020-02-29,Arizona,04,1,0
2020-03-01,Arizona,04,1,0
2020-03-02,Arizona,04,1,0
2020-03-03,Arizona,04,2,0
2020-03-04,Arizona,04,2,0
2020-03-05,Arizona,04,2,0
2020-03-06,Arizona,04,3,0
2020-03-07,Arizona,04,5,0
2020-03-08,Arizona,04,5,0
2020-03-09,Arizona,04,6,0
2020-03-10,Arizona,04,6,0
2020-03-11,Arizona,04,9,0
2020-03-12,Arizona,04,9,0
2020-03-13,Arizona,04,9,0
2020-03-14,Arizona,04,12,0
2020-03-15,Arizona,04,13,0
2020-03-16,Arizona,04,18,0
2020-03-17,Arizona,04,20,0
2020-03-18,Arizona,04,28,0
2020-03-19,Arizona,04,47,0
2020-03-20,Arizona,04,70,1
2020-03-21,Arizona,04,104,1
2020-03-22,Arizona,04,153,2
2020-03-23,Arizona,04,234,2
2020-03-24,Arizona,04,326,6
2020-03-25,Arizona,04,402,6
2020-03-26,Arizona,04,508,8
2020-03-27,Arizona,04,665,15
2020-03-28,Arizona,04,773,15
2020-03-29,Arizona,04,930,18
2020-03-30,Arizona,04,1169,20
2020-03-31,Arizona,04,1298,24
2020-04-01,Arizona,04,1413,29
2020-04-02,Arizona,04,1600,35
2020-04-03,Arizona,04,1769,41
2020-04-04,Arizona,04,2019,53
2020-04-05,Arizona,04,2269,64
2020-04-06,Arizona,04,2466,67
2020-04-07,Arizona,04,2577,77
2020-04-08,Arizona,04,2726,80
2020-04-09,Arizona,04,3018,89
2020-04-10,Arizona,04,3112,97
2020-04-11,Arizona,04,3393,112
2020-04-12,Arizona,04,3539,117
2020-04-13,Arizona,04,3702,122
2020-04-14,Arizona,04,3806,131
2020-04-15,Arizona,04,3962,142
2020-04-16,Arizona,04,4234,152
2020-04-17,Arizona,04,4507,174
2020-04-18,Arizona,04,4719,181
2020-04-19,Arizona,04,4929,188
2020-04-20,Arizona,04,5064,191
2020-04-21,Arizona,04,5251,213
2020-04-22,Arizona,04,5459,236
2020-04-23,Arizona,04,5769,257
2020-04-24,Arizona,04,6045,268
2020-04-25,Arizona,04,6280,275
2020-04-26,Arizona,04,6526,277
2020-04-27,Arizona,04,6716,277
2020-04-28,Arizona,04,6948,297
2020-04-29,Arizona,04,7202,308
2020-04-30,Arizona,04,7648,320
2020-05-01,Arizona,04,7962,330
2020-05-02,Arizona,04,8364,353
2020-05-03,Arizona,04,8640,362
2020-05-04,Arizona,04,8919,362
2020-05-05,Arizona,04,9305,395
2020-05-06,Arizona,04,9707,426
2020-05-07,Arizona,04,9945,450
2020-05-08,Arizona,04,10526,517
2020-05-09,Arizona,04,10960,532
2020-05-10,Arizona,04,11119,536
2020-05-11,Arizona,04,11380,542
2020-05-12,Arizona,04,11736,562
2020-05-13,Arizona,04,12176,594
2020-05-14,Arizona,04,12674,624
2020-05-15,Arizona,04,13169,651
2020-05-16,Arizona,04,13631,679
2020-05-17,Arizona,04,13937,680
2020-05-18,Arizona,04,14170,686
2020-05-19,Arizona,04,14566,704
2020-05-20,Arizona,04,14897,747
2020-05-21,Arizona,04,15315,763
2020-05-22,Arizona,04,15608,775
2020-05-23,Arizona,04,16040,799
