2020-04-20 |New Hampshire| 33 1447 42
2020-04-21 |New Hampshire| 33 1491 42
2020-04-22 |New Hampshire| 33 1588 48
2020-04-23 |New Hampshire| 33 1670 51
2020-04-24 |New Hampshire| 33 1720 53
2020-04-25 |New Hampshire| 33 1793 60
2020-04-26 |New Hampshire| 33 1864 60
2020-04-27 |New Hampshire| 33 1938 60
2020-04-28 |New Hampshire| 33 2010 60
2020-04-29 |New Hampshire| 33 2054 66
2020-04-30 |New Hampshire| 33 2146 72
2020-05-01 |New Hampshire| 33 2310 81
2020-05-02 |New Hampshire| 33 2429 84
2020-05-03 |New Hampshire| 33 2518 86
2020-05-04 |New Hampshire| 33 2588 86
2020-05-05 |New Hampshire| 33 2636 92
2020-05-06 |New Hampshire| 33 2741 111
2020-05-07 |New Hampshire| 33 2843 114
2020-05-08 |New Hampshire| 33 2947 121
2020-05-09 |New Hampshire| 33 3011 131
2020-05-10 |New Hampshire| 33 3071 133
2020-05-11 |New Hampshire| 33 3160 133
2020-05-12 |New Hampshire| 33 3239 142
2020-05-13 |New Hampshire| 33 3299 150
2020-05-14 |New Hampshire| 33 3382 151
2020-05-15 |New Hampshire| 33 3464 159
2020-05-16 |New Hampshire| 33 3556 171
2020-05-17 |New Hampshire| 33 3596 172
2020-05-18 |New Hampshire| 33 3652 172
2020-05-19 |New Hampshire| 33 3721 182
2020-05-20 |New Hampshire| 33 3868 190
2020-05-21 |New Hampshire| 33 3935 199
2020-05-22 |New Hampshire| 33 4014 204
2020-05-23 |New Hampshire| 33 4089 208
2020-05-24 |New Hampshire| 33 4149 209
2020-05-25 |New Hampshire| 33 4197 210
2020-05-26 |New Hampshire| 33 4231 214
2020-05-27 |New Hampshire| 33 4286 223
2020-05-28 |New Hampshire| 33 4389 232
2020-05-29 |New Hampshire| 33 4492 238
2020-05-30 |New Hampshire| 33 4545 242
2020-05-31 |New Hampshire| 33 4651 245
2020-06-01 |New Hampshire| 33 4685 245
2020-06-02 |New Hampshire| 33 4749 256
2020-06-03 |New Hampshire| 33 4795 265
2020-06-04 |New Hampshire| 33 4876 273
2020-06-05 |New Hampshire| 33 4953 278
2020-06-06 |New Hampshire| 33 5019 283
2020-06-07 |New Hampshire| 33 5043 286
2020-06-08 |New Hampshire| 33 5079 286
2020-06-09 |New Hampshire| 33 5132 294
2020-06-10 |New Hampshire| 33 5178 301
2020-06-11 |New Hampshire| 33 5209 308
2020-06-12 |New Hampshire| 33 5251 315
2020-06-13 |New Hampshire| 33 5299 318
2020-06-14 |New Hampshire| 33 5318 320
2020-06-15 |New Hampshire| 33 5345 320
2020-06-16 |New Hampshire| 33 5364 326
2020-06-17 |New Hampshire| 33 5436 330
2020-06-18 |New Hampshire| 33 5450 331
2020-06-19 |New Hampshire| 33 5486 337
2020-06-20 |New Hampshire| 33 5518 339
2020-06-21 |New Hampshire| 33 5544 339
2020-06-22 |New Hampshire| 33 5558 339
2020-06-23 |New Hampshire| 33 5571 343
2020-06-24 |New Hampshire| 33 5598 347
2020-06-25 |New Hampshire| 33 5638 357
2020-06-26 |New Hampshire| 33 5671 365
2020-06-27 |New Hampshire| 33 5717 367
2020-06-28 |New Hampshire| 33 5747 367
2020-06-29 |New Hampshire| 33 5760 367
2020-06-30 |New Hampshire| 33 5782 371
2020-07-01 |New Hampshire| 33 5802 373
2020-07-02 |New Hampshire| 33 5822 375
2020-07-03 |New Hampshire| 33 5857 376
2020-07-04 |New Hampshire| 33 5871 380
2020-07-05 |New Hampshire| 33 5897 381
2020-07-06 |New Hampshire| 33 5914 382
2020-07-07 |New Hampshire| 33 5932 384
2020-07-08 |New Hampshire| 33 5952 386
2020-07-09 |New Hampshire| 33 5973 387
2020-07-10 |New Hampshire| 33 5991 390
2020-07-11 |New Hampshire| 33 6024 391
2020-07-12 |New Hampshire| 33 6054 391
2020-07-13 |New Hampshire| 33 6068 391
