|NOT DATA|
2020-04-01 Autauga Alabama 01001 10 0
2020-04-01 Baldwin Alabama 01003 23 1
2020-04-01 Bibb Alabama 01007 3 0
2020-04-01 Blount Alabama 01009 5 0
2020-04-01 Bullock Alabama 01011 3 0
2020-04-01 Butler Alabama 01013 1 0
2020-04-01 Calhoun Alabama 01015 11 0
2020-04-01 Chambers Alabama 01017 45 4
2020-04-01 Cherokee Alabama 01019 2 0
2020-04-01 Chilton Alabama 01021 13 0
2020-04-01 Choctaw Alabama 01023 4 0
2020-04-01 Clarke Alabama 01025 2 0
2020-04-01 Clay Alabama 01027 3 0
2020-04-01 Cleburne Alabama 01029 6 0
2020-04-01 Colbert Alabama 01033 4 0
2020-04-01 Conecuh Alabama 01035 1 0
2020-04-01 Coosa Alabama 01037 4 0
2020-04-01 Covington Alabama 01039 3 0
2020-04-01 Crenshaw Alabama 01041 1 0
2020-04-01 Cullman Alabama 01043 9 1
2020-04-01 Dale Alabama 01045 1 0
2020-04-01 Dallas Alabama 01047 3 0
2020-04-01 DeKalb Alabama 01049 6 0
2020-04-01 Elmore Alabama 01051 15 0
2020-04-01 Escambia Alabama 01053 1 0
2020-04-01 Etowah Alabama 01055 10 1
2020-04-01 Fayette Alabama 01057 1 0
2020-04-01 Franklin Alabama 01059 3 0
2020-04-01 Greene Alabama 01063 4 0
2020-04-01 Hale Alabama 01065 1 0
2020-04-01 Houston Alabama 01069 9 1
2020-04-01 Jackson Alabama 01071 8 1
2020-04-01 Jefferson Alabama 01073 305 4
2020-04-01 Lamar Alabama 01075 1 0
2020-04-01 Lauderdale Alabama 01077 12 1
2020-04-01 Lawrence Alabama 01079 3 0
2020-04-01 Lee Alabama 01081 83 2
2020-04-01 Limestone Alabama 01083 23 0
2020-04-01 Lowndes Alabama 01085 1 0
2020-04-01 Macon Alabama 01087 2 0
2020-04-01 Madison Alabama 01089 107 1
2020-04-01 Marengo Alabama 01091 5 0
2020-04-01 Marion Alabama 01093 11 2
2020-04-01 Marshall Alabama 01095 6 0
2020-04-01 Mobile Alabama 01097 57 3
2020-04-01 Monroe Alabama 01099 3 0
2020-04-01 Montgomery Alabama 01101 35 1
2020-04-01 Morgan Alabama 01103 20 0
2020-04-01 Pickens Alabama 01107 4 0
2020-04-01 Pike Alabama 01109 7 0
2020-04-01 Randolph Alabama 01111 5 0
2020-04-01 Russell Alabama 01113 2 0
2020-04-01 Shelby Alabama 01117 89 3
2020-04-01 |St. Clair| Alabama 01115 17 0
2020-04-01 Sumter Alabama 01119 3 0
2020-04-01 Talladega Alabama 01121 8 0
2020-04-01 Tallapoosa Alabama 01123 14 1
2020-04-01 Tuscaloosa Alabama 01125 30 0
2020-04-01 Walker Alabama 01127 32 0
2020-04-01 Washington Alabama 01129 3 1
2020-04-01 Wilcox Alabama 01131 3 0
2020-04-01 Winston Alabama 01133 2 0
2020-04-01 Anchorage Alaska 02020 67 2
2020-04-01 |Fairbanks North Star Borough| Alaska 02090 40 0
2020-04-01 |Juneau City and Borough| Alaska 02110 10 0
2020-04-01 |Kenai Peninsula Borough| Alaska 02122 8 0
2020-04-01 |Ketchikan Gateway Borough| Alaska 02130 14 0
2020-04-01 |Matanuska-Susitna Borough| Alaska 02170 4 0
2020-04-01 Apache Arizona 04001 17 0
2020-04-01 Cochise Arizona 04003 4 0
2020-04-01 Coconino Arizona 04005 85 3
2020-04-01 Gila Arizona 04007 1 0
2020-04-01 Graham Arizona 04009 2 0
2020-04-01 Greenlee Arizona 04011 1 0
2020-04-01 |La Paz| Arizona 04012 2 0
2020-04-01 Maricopa Arizona 04013 871 8
2020-04-01 Mohave Arizona 04015 7 0
2020-04-01 Navajo Arizona 04017 102 0
2020-04-01 Pima Arizona 04019 217 10
2020-04-01 Pinal Arizona 04021 65 0
2020-04-01 |Santa Cruz| Arizona 04023 3 0
2020-04-01 Unknown Arizona  0 8
2020-04-01 Yavapai Arizona 04025 24 0
2020-04-01 Yuma Arizona 04027 12 0
2020-04-01 Arkansas Arkansas 05001 2 0
2020-04-01 Ashley Arkansas 05003 2 0
2020-04-01 Baxter Arkansas 05005 3 0
2020-04-01 Benton Arkansas 05007 40 0
2020-04-01 Boone Arkansas 05009 3 0
2020-04-01 Bradley Arkansas 05011 4 0
2020-04-01 Carroll Arkansas 05015 1 0
2020-04-01 Chicot Arkansas 05017 2 0
2020-04-01 Clark Arkansas 05019 26 0
2020-04-01 Cleburne Arkansas 05023 63 3
2020-04-01 Cleveland Arkansas 05025 5 0
2020-04-01 Columbia Arkansas 05027 2 0
2020-04-01 Conway Arkansas 05029 3 1
2020-04-01 Craighead Arkansas 05031 13 0
2020-04-01 Crawford Arkansas 05033 3 0
2020-04-01 Crittenden Arkansas 05035 31 0
2020-04-01 Cross Arkansas 05037 2 0
2020-04-01 Desha Arkansas 05041 2 0
2020-04-01 Drew Arkansas 05043 3 0
2020-04-01 Faulkner Arkansas 05045 36 0
2020-04-01 Garland Arkansas 05051 33 0
2020-04-01 Grant Arkansas 05053 3 0
2020-04-01 Greene Arkansas 05055 4 0
2020-04-01 Hempstead Arkansas 05057 1 0
2020-04-01 |Hot Spring| Arkansas 05059 4 0
2020-04-01 Howard Arkansas 05061 4 0
2020-04-01 Independence Arkansas 05063 4 0
2020-04-01 Jefferson Arkansas 05069 49 0
2020-04-01 Johnson Arkansas 05071 6 0
2020-04-01 Lawrence Arkansas 05075 2 0
2020-04-01 Lee Arkansas 05077 1 0
2020-04-01 Lincoln Arkansas 05079 6 0
2020-04-01 Lonoke Arkansas 05085 6 0
2020-04-01 Miller Arkansas 05091 7 0
2020-04-01 Nevada Arkansas 05099 1 0
2020-04-01 Newton Arkansas 05101 1 0
2020-04-01 Perry Arkansas 05105 2 0
2020-04-01 Pike Arkansas 05109 2 0
2020-04-01 Poinsett Arkansas 05111 5 0
2020-04-01 Polk Arkansas 05113 5 0
2020-04-01 Pope Arkansas 05115 6 0
2020-04-01 Pulaski Arkansas 05119 113 4
2020-04-01 Randolph Arkansas 05121 3 0
2020-04-01 Saline Arkansas 05125 14 0
2020-04-01 Scott Arkansas 05127 1 0
2020-04-01 Searcy Arkansas 05129 4 0
2020-04-01 Sebastian Arkansas 05131 8 0
2020-04-01 Sevier Arkansas 05133 3 0
2020-04-01 |St. Francis| Arkansas 05123 2 0
2020-04-01 Stone Arkansas 05137 5 0
2020-04-01 Union Arkansas 05139 9 0
2020-04-01 Unknown Arkansas  6 1
2020-04-01 |Van Buren| Arkansas 05141 20 1
2020-04-01 Washington Arkansas 05143 22 0
2020-04-01 White Arkansas 05145 15 0
2020-04-01 Woodruff Arkansas 05147 1 0
2020-04-01 Alameda California 06001 380 8
2020-04-01 Alpine California 06003 1 0
2020-04-01 Amador California 06005 2 0
2020-04-01 Butte California 06007 8 0
2020-04-01 Calaveras California 06009 3 0
2020-04-01 Colusa California 06011 1 0
2020-04-01 |Contra Costa| California 06013 250 3
2020-04-01 |El Dorado| California 06017 18 0
2020-04-01 Fresno California 06019 82 0
2020-04-01 Glenn California 06021 2 0
2020-04-01 Humboldt California 06023 27 0
2020-04-01 Imperial California 06025 43 0
2020-04-01 Inyo California 06027 9 0
2020-04-01 Kern California 06029 110 1
2020-04-01 Kings California 06031 4 0
2020-04-01 |Los Angeles| California 06037 3518 65
2020-04-01 Madera California 06039 23 1
2020-04-01 Marin California 06041 108 4
2020-04-01 Mendocino California 06045 4 0
2020-04-01 Merced California 06047 10 0
2020-04-01 Mono California 06051 13 1
2020-04-01 Monterey California 06053 42 2
2020-04-01 Napa California 06055 19 1
2020-04-01 Nevada California 06057 26 0
2020-04-01 Orange California 06059 606 10
2020-04-01 Placer California 06061 78 2
2020-04-01 Plumas California 06063 1 0
2020-04-01 Riverside California 06065 371 13
2020-04-01 Sacramento California 06067 314 9
2020-04-01 |San Benito| California 06069 23 1
2020-04-01 |San Bernardino| California 06071 254 6
2020-04-01 |San Diego| California 06073 849 15
2020-04-01 |San Francisco| California 06075 437 7
2020-04-01 |San Joaquin| California 06077 161 8
2020-04-01 |San Luis Obispo| California 06079 83 0
2020-04-01 |San Mateo| California 06081 388 10
2020-04-01 |Santa Barbara| California 06083 111 0
2020-04-01 |Santa Clara| California 06085 956 33
2020-04-01 |Santa Cruz| California 06087 54 1
2020-04-01 Shasta California 06089 7 1
2020-04-01 Siskiyou California 06093 3 0
2020-04-01 Solano California 06095 54 0
2020-04-01 Sonoma California 06097 91 1
2020-04-01 Stanislaus California 06099 44 0
2020-04-01 Sutter California 06101 14 0
2020-04-01 Tulare California 06107 59 2
2020-04-01 Tuolumne California 06109 1 0
2020-04-01 Unknown California  0 1
2020-04-01 Ventura California 06111 160 5
2020-04-01 Yolo California 06113 28 1
2020-04-01 Yuba California 06115 7 0
2020-04-01 Adams Colorado 08001 214 6
2020-04-01 Alamosa Colorado 08003 4 0
2020-04-01 Arapahoe Colorado 08005 381 7
2020-04-01 Archuleta Colorado 08007 1 0
2020-04-01 Baca Colorado 08009 3 0
2020-04-01 Boulder Colorado 08013 114 2
2020-04-01 Broomfield Colorado 08014 21 2
2020-04-01 Chaffee Colorado 08015 17 1
2020-04-01 |Clear Creek| Colorado 08019 6 0
2020-04-01 Costilla Colorado 08023 3 0
2020-04-01 Crowley Colorado 08025 1 1
2020-04-01 Delta Colorado 08029 1 0
2020-04-01 Denver Colorado 08031 586 8
2020-04-01 Douglas Colorado 08035 158 0
2020-04-01 Eagle Colorado 08037 295 4
2020-04-01 |El Paso| Colorado 08041 314 14
2020-04-01 Elbert Colorado 08039 5 0
2020-04-01 Fremont Colorado 08043 2 0
2020-04-01 Garfield Colorado 08045 34 1
2020-04-01 Grand Colorado 08049 4 0
2020-04-01 Gunnison Colorado 08051 84 1
2020-04-01 Hinsdale Colorado 08053 1 0
2020-04-01 Huerfano Colorado 08055 1 0
2020-04-01 Jefferson Colorado 08059 356 7
2020-04-01 |Kit Carson| Colorado 08063 4 0
2020-04-01 |La Plata| Colorado 08067 23 0
2020-04-01 Lake Colorado 08065 2 0
2020-04-01 Larimer Colorado 08069 107 7
2020-04-01 Lincoln Colorado 08073 1 0
2020-04-01 Logan Colorado 08075 6 0
2020-04-01 Mesa Colorado 08077 14 0
2020-04-01 Mineral Colorado 08079 2 0
2020-04-01 Moffat Colorado 08081 4 0
2020-04-01 Montezuma Colorado 08083 1 0
2020-04-01 Montrose Colorado 08085 13 0
2020-04-01 Morgan Colorado 08087 5 0
2020-04-01 Otero Colorado 08089 3 0
2020-04-01 Park Colorado 08093 3 0
2020-04-01 Phillips Colorado 08095 1 0
2020-04-01 Pitkin Colorado 08097 33 2
2020-04-01 Pueblo Colorado 08101 28 2
2020-04-01 |Rio Grande| Colorado 08105 5 0
2020-04-01 Routt Colorado 08107 19 0
2020-04-01 Saguache Colorado 08109 1 0
2020-04-01 |San Miguel| Colorado 08113 4 0
2020-04-01 Summit Colorado 08117 23 0
2020-04-01 Teller Colorado 08119 7 1
2020-04-01 Unknown Colorado  135 1
2020-04-01 Washington Colorado 08121 1 0
2020-04-01 Weld Colorado 08123 293 13
2020-04-01 Yuma Colorado 08125 2 0
2020-04-01 Fairfield Connecticut 09001 1986 46
2020-04-01 Hartford Connecticut 09003 469 11
2020-04-01 Litchfield Connecticut 09005 131 1
2020-04-01 Middlesex Connecticut 09007 66 2
