2020-03-31,Edmonson,Kentucky,21061,2,0
2020-04-01,Edmonson,Kentucky,21061,2,0
2020-04-02,Edmonson,Kentucky,21061,4,0
2020-04-03,Edmonson,Kentucky,21061,4,0
2020-04-04,Edmonson,Kentucky,21061,4,0
2020-04-05,Edmonson,Kentucky,21061,5,0
2020-04-06,Edmonson,Kentucky,21061,5,0
2020-04-07,Edmonson,Kentucky,21061,6,0
2020-04-08,Edmonson,Kentucky,21061,6,0
2020-04-09,Edmonson,Kentucky,21061,6,0
2020-04-10,Edmonson,Kentucky,21061,6,0
2020-04-11,Edmonson,Kentucky,21061,6,0
2020-04-12,Edmonson,Kentucky,21061,6,0
2020-04-13,Edmonson,Kentucky,21061,6,0
2020-04-14,Edmonson,Kentucky,21061,7,0
2020-04-15,Edmonson,Kentucky,21061,7,0
2020-04-16,Edmonson,Kentucky,21061,7,0
2020-04-17,Edmonson,Kentucky,21061,7,0
2020-04-18,Edmonson,Kentucky,21061,7,0
2020-04-19,Edmonson,Kentucky,21061,7,0
2020-04-20,Edmonson,Kentucky,21061,7,0
2020-04-21,Edmonson,Kentucky,21061,8,0
2020-04-22,Edmonson,Kentucky,21061,8,0
2020-04-23,Edmonson,Kentucky,21061,9,0
2020-04-24,Edmonson,Kentucky,21061,11,0
2020-04-25,Edmonson,Kentucky,21061,13,0
2020-04-26,Edmonson,Kentucky,21061,15,0
2020-04-27,Edmonson,Kentucky,21061,17,0
2020-04-28,Edmonson,Kentucky,21061,17,0
2020-04-29,Edmonson,Kentucky,21061,19,0
2020-04-30,Edmonson,Kentucky,21061,26,0
2020-05-01,Edmonson,Kentucky,21061,26,0
2020-05-02,Edmonson,Kentucky,21061,32,0
2020-05-03,Edmonson,Kentucky,21061,32,0
2020-05-04,Edmonson,Kentucky,21061,32,0
2020-05-05,Edmonson,Kentucky,21061,36,0
2020-05-06,Edmonson,Kentucky,21061,38,0
2020-05-07,Edmonson,Kentucky,21061,42,6
2020-05-08,Edmonson,Kentucky,21061,45,6
2020-05-09,Edmonson,Kentucky,21061,45,6
2020-05-10,Edmonson,Kentucky,21061,45,6
2020-05-11,Edmonson,Kentucky,21061,45,6
2020-05-12,Edmonson,Kentucky,21061,45,6
2020-05-13,Edmonson,Kentucky,21061,45,6
2020-05-14,Edmonson,Kentucky,21061,46,6
2020-05-15,Edmonson,Kentucky,21061,49,6
2020-05-16,Edmonson,Kentucky,21061,50,6
2020-05-17,Edmonson,Kentucky,21061,50,6
2020-05-18,Edmonson,Kentucky,21061,50,6
2020-05-19,Edmonson,Kentucky,21061,50,9
2020-05-20,Edmonson,Kentucky,21061,51,9
2020-05-21,Edmonson,Kentucky,21061,51,9
2020-05-22,Edmonson,Kentucky,21061,53,9
2020-05-23,Edmonson,Kentucky,21061,54,9
2020-05-24,Edmonson,Kentucky,21061,54,9
2020-05-25,Edmonson,Kentucky,21061,54,9
2020-05-26,Edmonson,Kentucky,21061,56,9
2020-05-27,Edmonson,Kentucky,21061,56,9
2020-05-28,Edmonson,Kentucky,21061,56,9
2020-05-29,Edmonson,Kentucky,21061,56,9
2020-05-30,Edmonson,Kentucky,21061,56,9
2020-05-31,Edmonson,Kentucky,21061,60,9
2020-06-01,Edmonson,Kentucky,21061,60,9
2020-06-02,Edmonson,Kentucky,21061,60,9
2020-06-03,Edmonson,Kentucky,21061,60,11
2020-06-04,Edmonson,Kentucky,21061,60,11
2020-06-05,Edmonson,Kentucky,21061,60,11
2020-06-06,Edmonson,Kentucky,21061,60,11
2020-06-07,Edmonson,Kentucky,21061,60,11
2020-06-08,Edmonson,Kentucky,21061,65,11
2020-06-09,Edmonson,Kentucky,21061,67,11
2020-06-10,Edmonson,Kentucky,21061,67,11
2020-06-11,Edmonson,Kentucky,21061,68,11
2020-06-12,Edmonson,Kentucky,21061,70,11
2020-06-13,Edmonson,Kentucky,21061,70,11
2020-06-14,Edmonson,Kentucky,21061,70,11
2020-06-15,Edmonson,Kentucky,21061,73,11
2020-06-16,Edmonson,Kentucky,21061,75,11
2020-06-17,Edmonson,Kentucky,21061,77,11
2020-06-18,Edmonson,Kentucky,21061,77,11
2020-06-19,Edmonson,Kentucky,21061,77,11
2020-06-20,Edmonson,Kentucky,21061,77,11
2020-06-21,Edmonson,Kentucky,21061,77,11
2020-06-22,Edmonson,Kentucky,21061,78,11
2020-06-23,Edmonson,Kentucky,21061,79,11
2020-06-24,Edmonson,Kentucky,21061,79,11
2020-06-25,Edmonson,Kentucky,21061,79,11
2020-06-26,Edmonson,Kentucky,21061,79,11
2020-06-27,Edmonson,Kentucky,21061,79,11
2020-06-28,Edmonson,Kentucky,21061,79,11
2020-06-29,Edmonson,Kentucky,21061,81,11
2020-06-30,Edmonson,Kentucky,21061,81,11
2020-07-01,Edmonson,Kentucky,21061,83,11
2020-07-02,Edmonson,Kentucky,21061,84,11
2020-07-03,Edmonson,Kentucky,21061,84,11
2020-07-04,Edmonson,Kentucky,21061,84,11
2020-07-05,Edmonson,Kentucky,21061,84,11
2020-07-06,Edmonson,Kentucky,21061,84,11
2020-07-07,Edmonson,Kentucky,21061,84,11
2020-07-08,Edmonson,Kentucky,21061,84,12
2020-07-09,Edmonson,Kentucky,21061,84,12
2020-07-10,Edmonson,Kentucky,21061,84,12
2020-07-11,Edmonson,Kentucky,21061,84,12
2020-07-12,Edmonson,Kentucky,21061,84,12
2020-07-13,Edmonson,Kentucky,21061,84,12
