2020-03-16,Hunterdon,New Jersey,34019,1,0
2020-03-17,Hunterdon,New Jersey,34019,4,0
2020-03-18,Hunterdon,New Jersey,34019,6,0
2020-03-19,Hunterdon,New Jersey,34019,8,0
2020-03-20,Hunterdon,New Jersey,34019,11,0
2020-03-21,Hunterdon,New Jersey,34019,14,0
2020-03-22,Hunterdon,New Jersey,34019,16,0
2020-03-23,Hunterdon,New Jersey,34019,18,0
2020-03-24,Hunterdon,New Jersey,34019,25,0
2020-03-25,Hunterdon,New Jersey,34019,25,0
2020-03-26,Hunterdon,New Jersey,34019,39,0
2020-03-27,Hunterdon,New Jersey,34019,52,0
2020-03-28,Hunterdon,New Jersey,34019,61,0
2020-03-29,Hunterdon,New Jersey,34019,66,0
2020-03-30,Hunterdon,New Jersey,34019,79,0
2020-03-31,Hunterdon,New Jersey,34019,97,0
2020-04-01,Hunterdon,New Jersey,34019,117,0
2020-04-02,Hunterdon,New Jersey,34019,130,0
2020-04-03,Hunterdon,New Jersey,34019,148,0
2020-04-04,Hunterdon,New Jersey,34019,171,1
2020-04-05,Hunterdon,New Jersey,34019,189,2
2020-04-06,Hunterdon,New Jersey,34019,211,2
2020-04-07,Hunterdon,New Jersey,34019,234,2
2020-04-08,Hunterdon,New Jersey,34019,255,2
2020-04-09,Hunterdon,New Jersey,34019,286,4
2020-04-10,Hunterdon,New Jersey,34019,293,7
2020-04-11,Hunterdon,New Jersey,34019,301,11
2020-04-12,Hunterdon,New Jersey,34019,314,11
2020-04-13,Hunterdon,New Jersey,34019,325,11
2020-04-14,Hunterdon,New Jersey,34019,349,11
2020-04-15,Hunterdon,New Jersey,34019,356,14
2020-04-16,Hunterdon,New Jersey,34019,373,15
2020-04-17,Hunterdon,New Jersey,34019,385,16
2020-04-18,Hunterdon,New Jersey,34019,391,17
2020-04-19,Hunterdon,New Jersey,34019,407,18
2020-04-20,Hunterdon,New Jersey,34019,419,18
2020-04-21,Hunterdon,New Jersey,34019,422,19
2020-04-22,Hunterdon,New Jersey,34019,434,21
2020-04-23,Hunterdon,New Jersey,34019,464,22
2020-04-24,Hunterdon,New Jersey,34019,490,22
2020-04-25,Hunterdon,New Jersey,34019,505,23
2020-04-26,Hunterdon,New Jersey,34019,536,23
2020-04-27,Hunterdon,New Jersey,34019,564,23
2020-04-28,Hunterdon,New Jersey,34019,573,24
2020-04-29,Hunterdon,New Jersey,34019,583,23
2020-04-30,Hunterdon,New Jersey,34019,603,29
2020-05-01,Hunterdon,New Jersey,34019,608,31
2020-05-02,Hunterdon,New Jersey,34019,622,35
2020-05-03,Hunterdon,New Jersey,34019,661,37
2020-05-04,Hunterdon,New Jersey,34019,665,37
2020-05-05,Hunterdon,New Jersey,34019,679,38
2020-05-06,Hunterdon,New Jersey,34019,682,39
2020-05-07,Hunterdon,New Jersey,34019,685,43
2020-05-08,Hunterdon,New Jersey,34019,701,44
2020-05-09,Hunterdon,New Jersey,34019,706,46
2020-05-10,Hunterdon,New Jersey,34019,714,45
2020-05-11,Hunterdon,New Jersey,34019,723,45
2020-05-12,Hunterdon,New Jersey,34019,729,45
2020-05-13,Hunterdon,New Jersey,34019,732,47
2020-05-14,Hunterdon,New Jersey,34019,764,48
2020-05-15,Hunterdon,New Jersey,34019,777,49
2020-05-16,Hunterdon,New Jersey,34019,795,49
2020-05-17,Hunterdon,New Jersey,34019,808,52
2020-05-18,Hunterdon,New Jersey,34019,846,52
2020-05-19,Hunterdon,New Jersey,34019,885,53
2020-05-20,Hunterdon,New Jersey,34019,920,55
2020-05-21,Hunterdon,New Jersey,34019,925,55
2020-05-22,Hunterdon,New Jersey,34019,938,55
2020-05-23,Hunterdon,New Jersey,34019,938,57
2020-05-24,Hunterdon,New Jersey,34019,960,57
2020-05-25,Hunterdon,New Jersey,34019,966,57
2020-05-26,Hunterdon,New Jersey,34019,967,57
2020-05-27,Hunterdon,New Jersey,34019,973,57
2020-05-28,Hunterdon,New Jersey,34019,974,58
2020-05-29,Hunterdon,New Jersey,34019,981,58
2020-05-30,Hunterdon,New Jersey,34019,985,60
2020-05-31,Hunterdon,New Jersey,34019,993,60
2020-06-01,Hunterdon,New Jersey,34019,996,60
2020-06-02,Hunterdon,New Jersey,34019,999,60
2020-06-03,Hunterdon,New Jersey,34019,1006,61
2020-06-04,Hunterdon,New Jersey,34019,1009,61
2020-06-05,Hunterdon,New Jersey,34019,1015,62
2020-06-06,Hunterdon,New Jersey,34019,1022,63
2020-06-07,Hunterdon,New Jersey,34019,1023,64
2020-06-08,Hunterdon,New Jersey,34019,1025,64
2020-06-09,Hunterdon,New Jersey,34019,1027,64
2020-06-10,Hunterdon,New Jersey,34019,1028,64
2020-06-11,Hunterdon,New Jersey,34019,1032,65
2020-06-12,Hunterdon,New Jersey,34019,1034,66
2020-06-13,Hunterdon,New Jersey,34019,1038,66
2020-06-14,Hunterdon,New Jersey,34019,1039,66
2020-06-15,Hunterdon,New Jersey,34019,1041,66
2020-06-16,Hunterdon,New Jersey,34019,1042,66
2020-06-17,Hunterdon,New Jersey,34019,1049,67
2020-06-18,Hunterdon,New Jersey,34019,1049,67
2020-06-19,Hunterdon,New Jersey,34019,1050,67
