2020-03-09 Maricopa Arizona 04013 2 0
2020-03-09 Pima Arizona 04019 1 0
2020-03-09 Pinal Arizona 04021 3 0
2020-03-09 Alameda California 06001 24 0
2020-03-09 |Contra Costa| California 06013 9 0
2020-03-09 Fresno California 06019 1 0
2020-03-09 Humboldt California 06023 1 0
2020-03-09 |Los Angeles| California 06037 19 0
2020-03-09 Madera California 06039 1 0
2020-03-09 Marin California 06041 2 0
2020-03-09 Napa California 06055 1 0
2020-03-09 Orange California 06059 5 0
2020-03-09 Placer California 06061 7 1
2020-03-09 Riverside California 06065 4 0
2020-03-09 Sacramento California 06067 9 0
2020-03-09 |San Diego| California 06073 2 0
2020-03-09 |San Francisco| California 06075 16 0
2020-03-09 |San Mateo| California 06081 9 0
2020-03-09 |Santa Clara| California 06085 43 1
2020-03-09 |Santa Cruz| California 06087 2 0
2020-03-09 Shasta California 06089 1 0
2020-03-09 Solano California 06095 12 0
2020-03-09 Sonoma California 06097 3 0
2020-03-09 Yolo California 06113 1 0
2020-03-09 Arapahoe Colorado 08005 1 0
2020-03-09 Denver Colorado 08031 3 0
2020-03-09 Douglas Colorado 08035 3 0
2020-03-09 Eagle Colorado 08037 2 0
2020-03-09 |El Paso| Colorado 08041 1 0
2020-03-09 Jefferson Colorado 08059 1 0
2020-03-09 Larimer Colorado 08069 1 0
2020-03-09 Fairfield Connecticut 09001 2 0
2020-03-09 |District of Columbia| |District of Columbia| 11001 4 0
2020-03-09 Broward Florida 12011 3 0
2020-03-09 Charlotte Florida 12015 1 0
2020-03-09 Hillsborough Florida 12057 2 0
2020-03-09 Lee Florida 12071 2 1
2020-03-09 Manatee Florida 12081 2 0
2020-03-09 Okaloosa Florida 12091 1 0
2020-03-09 |Santa Rosa| Florida 12113 1 1
2020-03-09 Volusia Florida 12127 2 0
2020-03-09 Cherokee Georgia 13057 1 0
2020-03-09 Cobb Georgia 13067 4 0
2020-03-09 DeKalb Georgia 13089 2 0
2020-03-09 Fayette Georgia 13113 1 0
2020-03-09 Floyd Georgia 13115 1 0
2020-03-09 Fulton Georgia 13121 5 0
2020-03-09 Gwinnett Georgia 13135 2 0
2020-03-09 Polk Georgia 13233 1 0
2020-03-09 Honolulu Hawaii 15003 2 0
2020-03-09 Cook Illinois 17031 11 0
2020-03-09 Hendricks Indiana 18063 2 0
2020-03-09 Marion Indiana 18097 1 0
2020-03-09 Noble Indiana 18113 1 0
2020-03-09 Johnson Iowa 19103 7 0
2020-03-09 Pottawattamie Iowa 19155 1 0
2020-03-09 Johnson Kansas 20091 1 0
2020-03-09 Fayette Kentucky 21067 3 0
2020-03-09 Harrison Kentucky 21097 1 0
2020-03-09 Jefferson Kentucky 21111 1 0
2020-03-09 Jefferson Louisiana 22051 1 0
2020-03-09 Harford Maryland 24025 1 0
2020-03-09 Montgomery Maryland 24031 4 0
2020-03-09 |Prince George's| Maryland 24033 1 0
2020-03-09 Berkshire Massachusetts 25003 5 0
2020-03-09 Middlesex Massachusetts 25017 15 0
2020-03-09 Norfolk Massachusetts 25021 10 0
2020-03-09 Suffolk Massachusetts 25025 10 0
2020-03-09 Worcester Massachusetts 25027 1 0
2020-03-09 Carver Minnesota 27019 1 0
2020-03-09 Ramsey Minnesota 27123 1 0
2020-03-09 |St. Louis| Missouri 29189 1 0
2020-03-09 Douglas Nebraska 31055 16 0
2020-03-09 Clark Nevada 32003 2 0
2020-03-09 Washoe Nevada 32031 2 0
2020-03-09 Grafton |New Hampshire| 33009 3 0
2020-03-09 Rockingham |New Hampshire| 33015 1 0
